C,publication year,study period,country,scientific name,English name,subject type,toxicant group,toxicant specific,sample type,group,sample size,no. exposed,"OR if given, proportion exposed",Age Class,Sex,concentration level estimate type,concentration (ND for non-detects),Detection limit (if reported),SD of concentration,minimum,maximum,unit of measure,wet/dry weight?,sublethal effects assessed?,sublethal type,sublethal specific,Notes,,,,,,,,,,,,,,,,
Clark et al. 2009,2009,1993-1999,United States of America,Falco peregrinus,Peregrine Falcon,wild,organochlorine insecticides,mirex,eggs,Norfolk area,3,NA,1,eggs,unknown/mixed,geometric mean,0.036,NA,NA,0.021,0.064,mg/kg,wet,yes,Nesting Success,Eggshell thickness,"Eggshell thickness showed no evidence of deviation from normality (Shapiro–Wilks test, p = 0.134; SAS UNI-VARIATE; SAS Institute 1999). The mean thickness was 0.336 mm (standard error = 0.003, n = 93) and was significantly thinner (10.4%; Student t-test, a = 0.05) than the pre-1947 mean eggshell thickness of 0.375 mm. There was no significant eggshell thickness change from 1993 to 1999 (p = 0.581). The mean eggshell thicknesses of Delaware River (DR) and middle Chesapeake Bay (MCB) were significantly greater than those from Atlantic–New Jersey (ANJ), and the DR thickness was significantly greater than the Coastal-VA (CVA) eggs (a = 0.05). Eggshells from Norfolk-area (NOR), Upper Chesapeake Bay (UCB), and Mountain (MOU) were not found to be different from the other four areas ",,,,,,,,,,,,,,,,
Clark et al. 2009,2009,1993-1999,United States of America,Falco peregrinus,Peregrine Falcon,wild,organochlorine insecticides,mirex,eggs,Upper Chesapeake Bay,7,NA,1,eggs,unknown/mixed,geometric mean,0.077,NA,NA,0.064,0.092,mg/kg,wet,yes,Nesting Success,Eggshell thickness,"Eggshell thickness showed no evidence of deviation from normality (Shapiro–Wilks test, p = 0.134; SAS UNI-VARIATE; SAS Institute 1999). The mean thickness was 0.336 mm (standard error = 0.003, n = 93) and was significantly thinner (10.4%; Student t-test, a = 0.05) than the pre-1947 mean eggshell thickness of 0.375 mm. There was no significant eggshell thickness change from 1993 to 1999 (p = 0.581). The mean eggshell thicknesses of Delaware River (DR) and middle Chesapeake Bay (MCB) were significantly greater than those from Atlantic–New Jersey (ANJ), and the DR thickness was significantly greater than the Coastal-VA (CVA) eggs (a = 0.05). Eggshells from Norfolk-area (NOR), Upper Chesapeake Bay (UCB), and Mountain (MOU) were not found to be different from the other four areas ",,,,,,,,,,,,,,,,
Clark et al. 2009,2009,1993-1999,United States of America,Falco peregrinus,Peregrine Falcon,wild,organochlorine insecticides,"o,p?-DDD",eggs,Atlantic-New Jersey,41,NA,0.97,eggs,unknown/mixed,geometric mean,0.0196,NA,NA,0.0005,0.1404,mg/kg,wet,yes,Nesting Success,Eggshell thickness,"Eggshell thickness showed no evidence of deviation from normality (Shapiro–Wilks test, p = 0.134; SAS UNI-VARIATE; SAS Institute 1999). The mean thickness was 0.336 mm (standard error = 0.003, n = 93) and was significantly thinner (10.4%; Student t-test, a = 0.05) than the pre-1947 mean eggshell thickness of 0.375 mm. There was no significant eggshell thickness change from 1993 to 1999 (p = 0.581). The mean eggshell thicknesses of Delaware River (DR) and middle Chesapeake Bay (MCB) were significantly greater than those from Atlantic–New Jersey (ANJ), and the DR thickness was significantly greater than the Coastal-VA (CVA) eggs (a = 0.05). Eggshells from Norfolk-area (NOR), Upper Chesapeake Bay (UCB), and Mountain (MOU) were not found to be different from the other four areas ",,,,,,,,,,,,,,,,
Clark et al. 2009,2009,1993-1999,United States of America,Falco peregrinus,Peregrine Falcon,wild,organochlorine insecticides,"o,p?-DDD",eggs,Costal - Virginia,17,NA,0.8,eggs,unknown/mixed,geometric mean,0.005,NA,NA,0.0004,0.0575,mg/kg,wet,yes,Nesting Success,Eggshell thickness,"Eggshell thickness showed no evidence of deviation from normality (Shapiro–Wilks test, p = 0.134; SAS UNI-VARIATE; SAS Institute 1999). The mean thickness was 0.336 mm (standard error = 0.003, n = 93) and was significantly thinner (10.4%; Student t-test, a = 0.05) than the pre-1947 mean eggshell thickness of 0.375 mm. There was no significant eggshell thickness change from 1993 to 1999 (p = 0.581). The mean eggshell thicknesses of Delaware River (DR) and middle Chesapeake Bay (MCB) were significantly greater than those from Atlantic–New Jersey (ANJ), and the DR thickness was significantly greater than the Coastal-VA (CVA) eggs (a = 0.05). Eggshells from Norfolk-area (NOR), Upper Chesapeake Bay (UCB), and Mountain (MOU) were not found to be different from the other four areas ",,,,,,,,,,,,,,,,
Clark et al. 2009,2009,1993-1999,United States of America,Falco peregrinus,Peregrine Falcon,wild,organochlorine insecticides,"o,p?-DDD",eggs,Delaware River,12,NA,0.6,eggs,unknown/mixed,geometric mean,0.0016,NA,NA,0.0008,0.0041,mg/kg,wet,yes,Nesting Success,Eggshell thickness,"Eggshell thickness showed no evidence of deviation from normality (Shapiro–Wilks test, p = 0.134; SAS UNI-VARIATE; SAS Institute 1999). The mean thickness was 0.336 mm (standard error = 0.003, n = 93) and was significantly thinner (10.4%; Student t-test, a = 0.05) than the pre-1947 mean eggshell thickness of 0.375 mm. There was no significant eggshell thickness change from 1993 to 1999 (p = 0.581). The mean eggshell thicknesses of Delaware River (DR) and middle Chesapeake Bay (MCB) were significantly greater than those from Atlantic–New Jersey (ANJ), and the DR thickness was significantly greater than the Coastal-VA (CVA) eggs (a = 0.05). Eggshells from Norfolk-area (NOR), Upper Chesapeake Bay (UCB), and Mountain (MOU) were not found to be different from the other four areas ",,,,,,,,,,,,,,,,
Clark et al. 2009,2009,1993-1999,United States of America,Falco peregrinus,Peregrine Falcon,wild,organochlorine insecticides,"o,p?-DDD",eggs,Middle Chesapeake Bay,11,NA,0.67,eggs,unknown/mixed,geometric mean,0.004,NA,NA,0.0009,0.0148,mg/kg,wet,yes,Nesting Success,Eggshell thickness,"Eggshell thickness showed no evidence of deviation from normality (Shapiro–Wilks test, p = 0.134; SAS UNI-VARIATE; SAS Institute 1999). The mean thickness was 0.336 mm (standard error = 0.003, n = 93) and was significantly thinner (10.4%; Student t-test, a = 0.05) than the pre-1947 mean eggshell thickness of 0.375 mm. There was no significant eggshell thickness change from 1993 to 1999 (p = 0.581). The mean eggshell thicknesses of Delaware River (DR) and middle Chesapeake Bay (MCB) were significantly greater than those from Atlantic–New Jersey (ANJ), and the DR thickness was significantly greater than the Coastal-VA (CVA) eggs (a = 0.05). Eggshells from Norfolk-area (NOR), Upper Chesapeake Bay (UCB), and Mountain (MOU) were not found to be different from the other four areas ",,,,,,,,,,,,,,,,
Clark et al. 2009,2009,1993-1999,United States of America,Falco peregrinus,Peregrine Falcon,wild,organochlorine insecticides,"o,p?-DDD",eggs,Mountain,2,NA,1,eggs,unknown/mixed,geometric mean,0.0008,NA,NA,NA,NA,mg/kg,wet,yes,Nesting Success,Eggshell thickness,"Eggshell thickness showed no evidence of deviation from normality (Shapiro–Wilks test, p = 0.134; SAS UNI-VARIATE; SAS Institute 1999). The mean thickness was 0.336 mm (standard error = 0.003, n = 93) and was significantly thinner (10.4%; Student t-test, a = 0.05) than the pre-1947 mean eggshell thickness of 0.375 mm. There was no significant eggshell thickness change from 1993 to 1999 (p = 0.581). The mean eggshell thicknesses of Delaware River (DR) and middle Chesapeake Bay (MCB) were significantly greater than those from Atlantic–New Jersey (ANJ), and the DR thickness was significantly greater than the Coastal-VA (CVA) eggs (a = 0.05). Eggshells from Norfolk-area (NOR), Upper Chesapeake Bay (UCB), and Mountain (MOU) were not found to be different from the other four areas ",,,,,,,,,,,,,,,,
Clark et al. 2009,2009,1993-1999,United States of America,Falco peregrinus,Peregrine Falcon,wild,organochlorine insecticides,"o,p?-DDD",eggs,Norfolk area,3,NA,1,eggs,unknown/mixed,geometric mean,0.0066,NA,NA,0.0042,0.0102,mg/kg,wet,yes,Nesting Success,Eggshell thickness,"Eggshell thickness showed no evidence of deviation from normality (Shapiro–Wilks test, p = 0.134; SAS UNI-VARIATE; SAS Institute 1999). The mean thickness was 0.336 mm (standard error = 0.003, n = 93) and was significantly thinner (10.4%; Student t-test, a = 0.05) than the pre-1947 mean eggshell thickness of 0.375 mm. There was no significant eggshell thickness change from 1993 to 1999 (p = 0.581). The mean eggshell thicknesses of Delaware River (DR) and middle Chesapeake Bay (MCB) were significantly greater than those from Atlantic–New Jersey (ANJ), and the DR thickness was significantly greater than the Coastal-VA (CVA) eggs (a = 0.05). Eggshells from Norfolk-area (NOR), Upper Chesapeake Bay (UCB), and Mountain (MOU) were not found to be different from the other four areas ",,,,,,,,,,,,,,,,
Clark et al. 2009,2009,1993-1999,United States of America,Falco peregrinus,Peregrine Falcon,wild,organochlorine insecticides,"o,p?-DDD",eggs,Upper Chesapeake Bay,7,NA,1,eggs,unknown/mixed,geometric mean,0.0032,NA,NA,0.0012,0.0062,mg/kg,wet,yes,Nesting Success,Eggshell thickness,"Eggshell thickness showed no evidence of deviation from normality (Shapiro–Wilks test, p = 0.134; SAS UNI-VARIATE; SAS Institute 1999). The mean thickness was 0.336 mm (standard error = 0.003, n = 93) and was significantly thinner (10.4%; Student t-test, a = 0.05) than the pre-1947 mean eggshell thickness of 0.375 mm. There was no significant eggshell thickness change from 1993 to 1999 (p = 0.581). The mean eggshell thicknesses of Delaware River (DR) and middle Chesapeake Bay (MCB) were significantly greater than those from Atlantic–New Jersey (ANJ), and the DR thickness was significantly greater than the Coastal-VA (CVA) eggs (a = 0.05). Eggshells from Norfolk-area (NOR), Upper Chesapeake Bay (UCB), and Mountain (MOU) were not found to be different from the other four areas ",,,,,,,,,,,,,,,,
Clark et al. 2009,2009,1993-1999,United States of America,Falco peregrinus,Peregrine Falcon,wild,organochlorine insecticides,"p,p?-DDD",eggs,Atlantic-New Jersey,41,NA,0.97,eggs,unknown/mixed,geometric mean,0.035,NA,NA,0.008,0.12,mg/kg,wet,yes,Nesting Success,Eggshell thickness,"Eggshell thickness showed no evidence of deviation from normality (Shapiro–Wilks test, p = 0.134; SAS UNI-VARIATE; SAS Institute 1999). The mean thickness was 0.336 mm (standard error = 0.003, n = 93) and was significantly thinner (10.4%; Student t-test, a = 0.05) than the pre-1947 mean eggshell thickness of 0.375 mm. There was no significant eggshell thickness change from 1993 to 1999 (p = 0.581). The mean eggshell thicknesses of Delaware River (DR) and middle Chesapeake Bay (MCB) were significantly greater than those from Atlantic–New Jersey (ANJ), and the DR thickness was significantly greater than the Coastal-VA (CVA) eggs (a = 0.05). Eggshells from Norfolk-area (NOR), Upper Chesapeake Bay (UCB), and Mountain (MOU) were not found to be different from the other four areas ",,,,,,,,,,,,,,,,
Clark et al. 2009,2009,1993-1999,United States of America,Falco peregrinus,Peregrine Falcon,wild,organochlorine insecticides,"p,p?-DDD",eggs,Costal - Virginia,17,NA,1,eggs,unknown/mixed,geometric mean,0.049,NA,NA,0.009,0.121,mg/kg,wet,yes,Nesting Success,Eggshell thickness,"Eggshell thickness showed no evidence of deviation from normality (Shapiro–Wilks test, p = 0.134; SAS UNI-VARIATE; SAS Institute 1999). The mean thickness was 0.336 mm (standard error = 0.003, n = 93) and was significantly thinner (10.4%; Student t-test, a = 0.05) than the pre-1947 mean eggshell thickness of 0.375 mm. There was no significant eggshell thickness change from 1993 to 1999 (p = 0.581). The mean eggshell thicknesses of Delaware River (DR) and middle Chesapeake Bay (MCB) were significantly greater than those from Atlantic–New Jersey (ANJ), and the DR thickness was significantly greater than the Coastal-VA (CVA) eggs (a = 0.05). Eggshells from Norfolk-area (NOR), Upper Chesapeake Bay (UCB), and Mountain (MOU) were not found to be different from the other four areas ",,,,,,,,,,,,,,,,
Clark et al. 2009,2009,1993-1999,United States of America,Falco peregrinus,Peregrine Falcon,wild,organochlorine insecticides,"p,p?-DDD",eggs,Delaware River,12,NA,0.6,eggs,unknown/mixed,geometric mean,0.007,NA,NA,0.002,0.02,mg/kg,wet,yes,Nesting Success,Eggshell thickness,"Eggshell thickness showed no evidence of deviation from normality (Shapiro–Wilks test, p = 0.134; SAS UNI-VARIATE; SAS Institute 1999). The mean thickness was 0.336 mm (standard error = 0.003, n = 93) and was significantly thinner (10.4%; Student t-test, a = 0.05) than the pre-1947 mean eggshell thickness of 0.375 mm. There was no significant eggshell thickness change from 1993 to 1999 (p = 0.581). The mean eggshell thicknesses of Delaware River (DR) and middle Chesapeake Bay (MCB) were significantly greater than those from Atlantic–New Jersey (ANJ), and the DR thickness was significantly greater than the Coastal-VA (CVA) eggs (a = 0.05). Eggshells from Norfolk-area (NOR), Upper Chesapeake Bay (UCB), and Mountain (MOU) were not found to be different from the other four areas ",,,,,,,,,,,,,,,,
Clark et al. 2009,2009,1993-1999,United States of America,Falco peregrinus,Peregrine Falcon,wild,organochlorine insecticides,"p,p?-DDD",eggs,Middle Chesapeake Bay,11,NA,1,eggs,unknown/mixed,geometric mean,0.012,NA,NA,0.002,0.089,mg/kg,wet,yes,Nesting Success,Eggshell thickness,"Eggshell thickness showed no evidence of deviation from normality (Shapiro–Wilks test, p = 0.134; SAS UNI-VARIATE; SAS Institute 1999). The mean thickness was 0.336 mm (standard error = 0.003, n = 93) and was significantly thinner (10.4%; Student t-test, a = 0.05) than the pre-1947 mean eggshell thickness of 0.375 mm. There was no significant eggshell thickness change from 1993 to 1999 (p = 0.581). The mean eggshell thicknesses of Delaware River (DR) and middle Chesapeake Bay (MCB) were significantly greater than those from Atlantic–New Jersey (ANJ), and the DR thickness was significantly greater than the Coastal-VA (CVA) eggs (a = 0.05). Eggshells from Norfolk-area (NOR), Upper Chesapeake Bay (UCB), and Mountain (MOU) were not found to be different from the other four areas ",,,,,,,,,,,,,,,,
Clark et al. 2009,2009,1993-1999,United States of America,Falco peregrinus,Peregrine Falcon,wild,organochlorine insecticides,"p,p?-DDD",eggs,Mountain,2,NA,1,eggs,unknown/mixed,geometric mean,0.017,NA,NA,NA,NA,mg/kg,wet,yes,Nesting Success,Eggshell thickness,"Eggshell thickness showed no evidence of deviation from normality (Shapiro–Wilks test, p = 0.134; SAS UNI-VARIATE; SAS Institute 1999). The mean thickness was 0.336 mm (standard error = 0.003, n = 93) and was significantly thinner (10.4%; Student t-test, a = 0.05) than the pre-1947 mean eggshell thickness of 0.375 mm. There was no significant eggshell thickness change from 1993 to 1999 (p = 0.581). The mean eggshell thicknesses of Delaware River (DR) and middle Chesapeake Bay (MCB) were significantly greater than those from Atlantic–New Jersey (ANJ), and the DR thickness was significantly greater than the Coastal-VA (CVA) eggs (a = 0.05). Eggshells from Norfolk-area (NOR), Upper Chesapeake Bay (UCB), and Mountain (MOU) were not found to be different from the other four areas ",,,,,,,,,,,,,,,,
Clark et al. 2009,2009,1993-1999,United States of America,Falco peregrinus,Peregrine Falcon,wild,organochlorine insecticides,"p,p?-DDD",eggs,Norfolk area,3,NA,1,eggs,unknown/mixed,geometric mean,0.027,NA,NA,0.012,0.063,mg/kg,wet,yes,Nesting Success,Eggshell thickness,"Eggshell thickness showed no evidence of deviation from normality (Shapiro–Wilks test, p = 0.134; SAS UNI-VARIATE; SAS Institute 1999). The mean thickness was 0.336 mm (standard error = 0.003, n = 93) and was significantly thinner (10.4%; Student t-test, a = 0.05) than the pre-1947 mean eggshell thickness of 0.375 mm. There was no significant eggshell thickness change from 1993 to 1999 (p = 0.581). The mean eggshell thicknesses of Delaware River (DR) and middle Chesapeake Bay (MCB) were significantly greater than those from Atlantic–New Jersey (ANJ), and the DR thickness was significantly greater than the Coastal-VA (CVA) eggs (a = 0.05). Eggshells from Norfolk-area (NOR), Upper Chesapeake Bay (UCB), and Mountain (MOU) were not found to be different from the other four areas ",,,,,,,,,,,,,,,,
